assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Winnipeg Monarchs,0,1931-32,4,0,0,18,0,MJHL
8,Portage Terriers,10,1932-33,12,18,6,19,0,MJHL
4,Portage Terriers,6,1933-34,7,10,8,20,0,MJHL
0,Vancouver Lions,2,1933-34,5,2,0,20,0,NWHL
10,Vancouver Lions,16,1934-35,37,26,29,21,0,NWHL
9,Vancouver Lions,27,1935-36,40,36,65,22,0,NWHL
25,Philadelphia Ramblers,27,1936-37,50,52,40,23,0,IAHL
1,St. Catharines Saints,0,1944-45,1,1,0,31,0,OHA-Sr.
23,2 Teams,18,1948-49,57,41,16,35,0,AHL
17,Cleveland Barons,12,1948-49,32,29,14,35,0,AHL
6,Washington Lions,6,1948-49,25,12,2,35,0,AHL
