goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,1997-98,5,120,0,0,0,0,0,0,France,0,0,0,2.50,22,Olympics,0,0,2,0,1,1
0,0,0,1998-99,58,1275,0,0,0,0,0,0,HC Lugano,1,0,0,2.73,23,Swiss,0,0,21,0,0,0
0,0,0,1998-99,7,180,0,0,0,0,0,0,France,0,0,0,2.33,23,WC-Q,0,0,3,0,2,1
0,0,0,1998-99,6,60,0,0,0,0,0,0,France,0,0,0,6.00,23,WC-A,0,0,1,0,0,1
0,0,0,1999-00,50,1886,0,0,0,0,0,0,HC Lugano,8,0,0,1.59,24,Swiss,0,0,31,0,0,0
0,0,0,1999-00,10,180,1,0,0,0,0,0,France,0,0,0,3.33,24,WC-Q,0,0,3,0,1,1
0,0,0,1999-00,11,239,1,0,0,0,0,0,France,0,0,0,2.76,24,WC-A,0,0,4,0,1,2
0,0,0,2000-01,77,2365,0,0,0,0,0,0,HC Lugano,6,0,0,1.95,25,Swiss,0,0,39,0,0,0
0,0,0,2000-01,5,179,2,0,0,0,0,0,France,0,0,0,1.68,25,Oly-Q,0,0,3,0,1,0
0,0,0,2000-01,9,240,1,0,0,0,0,0,France,1,0,0,2.25,25,WC-B,0,0,4,0,2,1
0,0,0,2001-02,107,2313,0,0,0,0,0,0,HC Lugano,4,0,0,2.78,26,Swiss,0,0,39,0,0,0
0,0,0,2001-02,10,179,1,0,0,0,0,0,France,0,0,0,3.35,26,Olympics,0,0,3,0,0,2
0,0,0,2001-02,5,299,0,0,0,0,0,0,France,2,0,0,1.00,26,WC-B,0,0,5,0,4,1
0,0,0,2002-03,68,1784,5,4,0,800,868,1,Manchester Monarchs,1,0,0,2.29,27,AHL,.922,0,30,1,16,8
0,0,0,2003-04,17,196,1,0,0,0,0,0,France,0,0,0,5.20,28,WC-A,0,0,4,0,0,3
0,0,0,2004-05,93,2001,0,12,0,0,0,4,Adler Mannheim,1,0,0,2.79,29,Germany,0,0,36,4,0,0
0,0,0,2004-05,0,120,0,0,0,0,0,0,France,2,0,0,0.00,29,Oly-PQ,0,0,2,0,2,0
0,0,0,2004-05,5,179,1,0,0,0,0,0,France,0,0,0,1.68,29,Oly-Q,0,0,3,0,1,1
0,0,0,2005-06,15,237,0,0,0,94,109,0,Hamilton Bulldogs,0,0,0,3.80,30,AHL,.862,0,4,0,0,4
0,0,0,2007-08,15,250,0,0,0,0,0,0,France,0,0,0,3.60,32,WC-A,0,0,5,0,2,3
0,0,0,2010-11,117,2451,0,4,0,0,0,6,HC Fribourg-Gotteron,4,0,0,2.86,35,Swiss,0,0,41,6,17,23
0,0,0,2010-11,16,282,0,0,0,167,183,0,France,0,0,0,3.40,35,WC-A,.913,0,6,0,1,5
0,0,0,2011-12,82,2320,0,18,0,0,0,1,HC Fribourg-Gotteron,6,0,0,2.12,36,Swiss,0,0,39,1,28,11
0,0,0,2011-12,18,299,0,0,0,134,152,0,France,0,0,0,3.61,36,WC-A,.882,0,5,0,3,2
0,0,0,2012-13,16,266,0,0,0,148,164,0,France,0,0,0,3.61,37,WC-A,.902,0,5,0,1,4
