goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,won,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
75,4.92,0,2005-06,15,,386,0,0,0,197,212,0,MTL,0,0,0,2.33,30,NHL,.929,0,6,0,2,4
106,-1.22,2,2007-08,22,,451,0,2,5,220,242,0,WSH,0,0,7,2.93,32,NHL,.909,.714,7,0,3,4
0,0,1,2008-09,7,,130,0,0,1,71,78,0,CHI,0,0,2,3.23,33,NHL,.910,.500,3,0,1,2
0,0,0,2009-10,0,SC,20,0,0,0,3,3,0,CHI,0,0,0,0.00,34,NHL,1.000,0,1,0,0,0
