age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
22,SC,33.3,0,0,3,NHL,6,0,1967-68,1,6,2,,0,0,,MTL,2
23,SC,19.0,3,6,2,NHL,0,0,1968-69,1,21,4,,1,24,,MTL,10
26,,0.0,0,0,0,NHL,6,0,1971-72,0,4,0,,0,10,,MTL,0
27,SC,6.8,3,8,4,NHL,0,0,1972-73,0,44,3,,0,22,,MTL,11
28,,25.0,1,1,-5,NHL,6,0,1973-74,0,4,1,,0,4,,MTL,2
29,,4.3,1,7,2,NHL,11,0,1974-75,0,23,1,,0,2,,MTL,8
30,SC,13.0,1,6,0,NHL,13,0,1975-76,2,23,3,,1,6,,MTL,9
31,SC,8.7,1,7,11,NHL,0,0,1976-77,1,23,2,,1,2,,MTL,9
32,SC,4.5,1,7,0,NHL,0,0,1977-78,0,22,1,,0,8,,MTL,8
33,SC,11.8,1,7,8,NHL,16,0,1978-79,1,17,2,,1,6,,MTL,9
34,,0,0,0,-1,NHL,2,0,1979-80,0,0,0,,0,0,,MTL,0
35,,0.0,0,0,-7,NHL,3,0,1980-81,0,4,0,,0,0,,MTL,0
36,,0.0,0,0,-3,NHL,4,0,1981-82,0,5,0,,0,2,,WIN,0
37,,0.0,0,0,-3,NHL,3,0,1982-83,0,2,0,,0,2,,WIN,0
