assists,team,goals,year,games_played,points,pim,age,plus_minus,league
46,Trail Smoke Eaters,50,1994-95,47,96,26,16,0,RMJHL
96,Chilliwack Chiefs,49,1995-96,58,145,44,17,0,BCHL
13,Michigan State Spartans,10,1996-97,40,23,20,18,0,CCHA
13,Michigan State Spartans,14,1997-98,34,27,50,19,0,CCHA
25,Michigan State Spartans,12,1998-99,39,37,70,20,0,CCHA
51,Michigan State Spartans,14,1999-00,42,65,50,21,0,CCHA
18,Hamilton Bulldogs,10,2000-01,24,28,19,22,-7,AHL
2,Hamilton Bulldogs,1,2001-02,2,3,6,23,2,AHL
4,Canada,3,2002-03,9,7,0,24,4,WC-A
4,Canada,3,2003-04,9,7,8,25,4,WC-A
27,Mora IK,19,2004-05,50,46,117,26,0,Sweden
1,Canada,1,2008-09,9,2,6,30,0,WC-A
