shotsPercentage,faceoff_loses,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,giveaways,total_shots,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,takeaways,faceoff_percentage,age,game_winning_goals,league,shorthanded_goals,blocks,average_ice_time,hits,games_played,faceoff_wins,points,awards,power_play_goals
21.4,0,2000-01,10,7,452,0,0,0,42,0,9,8,7,EDM,9,0,0,22,2,NHL,0,0,9:14,0,49,0,16,[],0
14.0,0,2001-02,18,12,691,0,0,0,57,2,8,3,14,EDM,8,0,0,23,0,NHL,0,0,11:20,0,61,0,22,[],0
12.2,0,2002-03,55,20,1053,1,0,0,98,0,10,10,21,EDM,12,0,0,24,3,NHL,0,0,13:30,0,78,0,33,[],2
13.6,0,2003-04,73,15,1402,1,0,0,110,9,13,0,25,EDM,15,0,0,25,3,NHL,2,0,17:31,0,80,0,40,[],0
13.2,0,2005-06,85,27,1578,3,0,0,167,21,16,0,51,EDM,22,0,0,27,5,NHL,3,0,19:59,0,79,0,73,[],3
9.5,0,2006-07,56,17,1666,0,0,0,168,18,11,-22,35,EDM,16,0,0,28,5,NHL,0,0,20:50,0,80,0,51,"[{'link': '/awards/voting-2007.html#selke', 'name': 'Selke-33'}]",5
18.3,476,2007-08,30,19,1178,0,31,195,115,10,15,1,29,EDM,21,28,50.6,29,2,NHL,0,30,22:13,15,53,487,50,[],6
9.6,808,2008-09,39,23,1709,0,61,305,178,13,9,7,36,EDM,17,53,54.0,30,2,NHL,0,45,21:22,30,80,947,53,"[{'link': '/awards/voting-2009.html#selke', 'name': 'Selke-46'}]",8
10.6,707,2009-10,51,15,1496,2,36,230,123,6,9,-29,23,EDM,13,50,46.3,31,1,NHL,0,62,19:26,33,77,609,36,[],4
11.5,420,2010-11,46,12,878,1,24,141,78,5,4,-1,18,EDM,9,29,48.3,32,1,NHL,0,20,18:41,32,47,393,27,[],5
10.6,747,2011-12,24,13,1586,0,48,223,123,8,8,-23,21,EDM,13,46,49.4,33,0,NHL,0,47,19:35,62,81,728,34,[],5
17.1,255,2012-13,24,4,523,0,19,60,41,1,4,8,5,EDM,7,6,49.0,34,1,NHL,0,20,16:51,24,31,245,12,[],3
10.3,208,2013-14,52,13,990,0,17,109,68,0,2,1,13,DAL,7,34,50.1,35,0,NHL,1,28,12:52,62,77,209,20,[],4
13.4,235,2014-15,27,17,989,0,22,150,82,1,7,9,18,DAL,11,20,50.2,36,1,NHL,0,25,13:01,80,76,237,29,[],4
8.2,306,2015-16,34,8,784,1,28,116,73,0,5,1,9,ANA,6,12,51.1,37,2,NHL,1,24,13:17,58,59,320,15,[],0
