year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1947-48,19,0,0,0,0,OHA-Jr.,3,St. Michael\'s Majors,0
1948-49,20,19,25,20,0,IHL,29,Detroit Bright\'s Goodyears,39
1949-50,21,7,8,10,0,AHL,61,New Haven Ramblers,17
1950-51,22,17,39,17,0,USHL,64,St. Paul Saints,34
1951-52,23,3,8,9,0,QMHL,46,Shawinigan Cataractes,12
1952-53,24,28,50,35,0,MMHL,82,Sydney Millionaires,63
1953-54,25,19,61,26,0,NBSHL,49,Fredericton Capitals,45
1954-55,26,16,70,38,0,NBSHL,51,Fredericton Capitals,54
1955-56,27,21,46,49,0,NBSHL,60,Fredericton Capitals,70
1956-57,28,11,0,9,0,YCHL,6,U. of New Brunswick,20
1957-58,29,3,6,5,0,OHA-Sr.,16,Sudbury Wolves,8
