assists,year,games_played,points,goals,team,age,pim,plus_minus,league
5,1947-48,28,13,8,Regina Pats,17,7,0,S-SJHL
12,1948-49,26,28,16,Regina Pats,18,36,0,WCJHL
17,1949-50,40,42,25,Regina Pats,19,22,0,WCJHL
17,1950-51,50,31,14,Montreal Royals,20,4,0,QMHL
1,1950-51,3,2,1,Victoria Cougars,20,0,0,PCHL
10,1951-52,15,21,11,Vancouver Canucks,21,4,0,PCHL
19,1951-52,48,38,19,Buffalo Bisons,21,18,0,AHL
34,1952-53,64,67,33,Buffalo Bisons,22,49,0,AHL
22,1953-54,37,35,13,Montreal Royals,23,25,0,QHL
2,1954-55,1,2,0,Montreal Royals,24,0,0,QHL
5,1954-55,29,16,11,Edmonton Flyers,24,10,0,WHL
21,1955-56,45,40,19,Hershey Bears,25,42,0,AHL
24,1956-57,64,40,16,Hershey Bears,26,55,0,AHL
16,1957-58,68,34,18,Hershey Bears,27,36,0,AHL
24,1958-59,70,46,22,Providence Reds,28,65,0,AHL
32,1959-60,54,51,19,Providence Reds,29,24,0,AHL
22,1960-61,70,44,22,Winnipeg Warriors,30,18,0,WHL
16,1962-63,20,30,14,Regina Capitals,32,14,0,SSHL
47,1963-64,37,90,43,Regina Capitals,33,4,0,SSHL
39,1964-65,67,59,20,Muskegon Zephyrs,34,30,0,IHL
19,1965-66,11,27,8,Regina Capitals,35,0,0,SSHL
0,1965-66,7,1,1,Canada,35,2,0,WEC-A
22,1966-67,33,44,22,Regina Capitals,36,17,0,SSHL
