assists,year,games_played,points,goals,team,age,pim,plus_minus,league
1,1947-48,5,2,1,Regina Pats,17,2,0,S-SJHL
3,1948-49,7,8,5,Regina Pats,18,4,0,WCJHL
1,1949-50,9,7,6,Regina Pats,19,8,0,WCJHL
5,1949-50,17,12,7,Regina Pats,19,6,0,M-Cup
1,1950-51,7,6,5,Montreal Royals,20,4,0,QMHL
0,1951-52,3,1,1,Buffalo Bisons,21,0,0,AHL
4,1954-55,9,11,7,Edmonton Flyers,24,2,0,WHL
2,1954-55,7,5,3,Edmonton Flyers,24,6,0,Ed-Cup
0,1956-57,7,1,1,Hershey Bears,26,2,0,AHL
0,1957-58,11,0,0,Hershey Bears,27,12,0,AHL
0,1959-60,3,1,1,Calgary Spurs,29,0,0,Al-Cup
11,1962-63,7,14,3,Regina Capitals,32,8,0,SSHL
0,1963-64,1,1,1,Regina Capitals,33,0,0,SSHL
0,1966-67,3,0,0,Regina Capitals,36,0,0,SSHL
