assists,team,goals,year,games_played,points,pim,age,plus_minus,league
36,Regina Cougars,37,1986-87,31,73,59,15,0,SMHL
36,Regina Pat Canadians,13,1987-88,30,49,74,16,0,SMHL
1,Regina Pats,1,1987-88,7,2,4,16,0,WHL
27,Regina Pats,2,1988-89,65,29,49,17,0,WHL
43,Regina Pats,14,1989-90,70,57,40,18,0,WHL
38,2 Teams,10,1990-91,70,48,119,19,0,WHL
6,Regina Pats,1,1990-91,8,7,6,19,0,WHL
32,Lethbridge Hurricanes,9,1990-91,62,41,113,19,0,WHL
62,Lethbridge Hurricanes,23,1991-92,65,85,155,20,0,WHL
2,Peoria Rivermen,0,1991-92,1,2,0,20,0,IHL
28,Peoria Rivermen,2,1992-93,72,30,67,21,0,IHL
31,Peoria Rivermen,12,1993-94,78,43,96,22,0,IHL
25,Peoria Rivermen,7,1994-95,69,32,137,23,0,IHL
50,Rochester Americans,5,1995-96,62,55,71,24,0,AHL
51,Rochester Americans,12,1996-97,73,63,54,25,0,AHL
24,Worcester IceCats,8,1997-98,55,32,34,26,-13,AHL
1,Houston Aeros,1,1997-98,8,2,6,26,-2,IHL
28,2 Teams,13,1998-99,79,41,58,27,8,IHL
19,Utah Grizzlies,4,1998-99,58,23,40,27,10,IHL
9,Orlando Solar Bears,9,1998-99,21,18,18,27,-2,IHL
3,Providence Bruins,0,1999-00,4,3,2,28,-1,AHL
14,2 Teams,7,1999-00,38,21,17,28,-2,IHL
4,Orlando Solar Bears,4,1999-00,20,8,13,28,-1,IHL
10,Manitoba Moose,3,1999-00,18,13,4,28,-1,IHL
14,Providence Bruins,8,2000-01,70,22,73,29,-7,AHL
31,Iserlohn Roosters,4,2001-02,58,35,46,30,0,Germany
32,Quad City Mallards,4,2003-04,52,36,21,32,5,UHL
37,Quad City Mallards,11,2004-05,71,48,47,33,7,UHL
