power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,10,7,0,NHL,1987-88,22,1,STL,,6,26,5,1,12,,,8.3,0
0,10,4,0,NHL,1988-89,23,2,STL,,2,14,0,0,20,,,10.0,2
0,12,5,0,NHL,1989-90,24,2,STL,,3,20,4,0,13,,,15.4,2
1,13,5,0,NHL,1990-91,25,2,STL,,3,20,0,0,33,,,6.1,1
0,4,1,0,NHL,1991-92,26,0,STL,,1,6,0,0,6,,,0.0,0
0,6,2,0,NHL,1992-93,27,0,WSH,,2,18,-1,0,5,,,0.0,0
1,9,9,1,NHL,1993-94,28,1,DAL,,8,4,-4,0,20,,,5.0,0
0,5,2,0,NHL,1994-95,29,0,DAL,,2,6,2,0,8,,,0.0,0
