assists,team,goals,year,games_played,points,pim,age,plus_minus,league
2,2 Teams,2,1952-53,5,4,8,17,0,OHA-Jr.
0,Kitchener Greenshirts,0,1952-53,1,0,0,17,0,OHA-Jr.
2,Guelph Biltmores,2,1952-53,4,4,8,17,0,OHA-Jr.
26,Guelph Biltmores,20,1953-54,54,46,48,18,0,OHA-Jr.
26,Guelph Biltmores,18,1954-55,35,44,22,19,0,OHA-Jr.
40,Guelph Biltmores,21,1955-56,36,61,24,20,0,OHA-Jr.
18,Kitchener-Waterloo Dutchmen,8,1956-57,30,26,16,21,0,OHA-Sr.
22,Kitchener-Waterloo Dutchmen,19,1957-58,30,41,16,22,0,OHA-Sr.
9,Vancouver Canucks,9,1958-59,37,18,12,23,0,WHL
1,Rochester Americans,4,1960-61,22,5,2,25,0,AHL
6,Kitchener-Waterloo Tigers,7,1962-63,13,13,2,27,0,OHA-Sr.
9,Long Island Ducks,3,1962-63,10,12,6,27,0,EHL
3,Guelph Regals,1,1963-64,7,4,13,28,0,OHA-Sr.
7,Long Island Ducks,7,1963-64,28,14,15,28,0,EHL
