year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1970-71,18,6,0,0,0,Sweden-2,18,Falu IF,6
1971-72,19,15,0,0,0,Sweden-2,18,Falu IF,15
1972-73,20,3,4,3,0,Sweden,14,HC Tunabro,6
1973-74,21,5,4,3,0,Sweden,14,HC Tunabro,8
1974-75,22,30,26,16,0,Sweden,30,MoDo AIK Ornskoldsvik,46
1975-76,23,11,33,16,0,Sweden,36,MoDo AIK Ornskoldsvik,27
1976-77,24,14,26,9,0,Sweden,31,Sodertalje SK,23
1977-78,25,5,10,7,0,Sweden,30,Sodertalje SK,12
1978-79,26,25,32,21,0,Sweden,36,Djurgardens IF Stockholm,46
1979-80,27,0,0,2,0,CHL,2,Indianapolis Checkers,2
1981-82,29,3,0,1,0,Can-Cup,5,Sweden,4
