age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,,11.8,2,8,1,NHL,10,0,1985-86,1,17,2,,0,8,,CGY,10
22,,0.0,0,3,1,NHL,6,0,1986-87,0,8,0,,0,10,,CGY,3
23,,3.3,0,9,4,NHL,9,1,1987-88,0,30,1,,0,6,,CGY,10
24,SC,0.0,0,3,3,NHL,5,0,1988-89,0,16,0,,0,10,,CGY,3
25,,0.0,0,1,0,NHL,6,0,1989-90,0,20,0,,0,14,,CGY,1
26,,9.1,0,6,0,NHL,7,0,1990-91,0,11,1,,1,12,,CGY,7
28,,15.4,1,3,-9,NHL,6,1,1992-93,0,13,2,,0,8,,CGY,5
29,,18.8,1,2,0,NHL,6,0,1993-94,0,16,3,,2,6,,CHI,5
30,,4.7,1,5,-1,NHL,12,0,1994-95,0,43,2,,1,10,,CHI,7
31,,11.1,1,3,1,NHL,10,0,1995-96,1,27,3,,2,8,,CHI,6
32,,8.3,1,4,1,NHL,6,0,1996-97,0,12,1,,0,8,,CHI,5
35,,6.1,1,5,-6,NHL,12,0,1999-00,1,33,2,19:58,1,12,240,SJS,7
36,,0,0,0,0,NHL,1,0,2000-01,0,0,0,0:16,0,0,0,SJS,0
37,,0.0,0,4,2,NHL,12,0,2001-02,0,22,0,17:00,0,8,204,SJS,4
