game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
0,1,3,0,1,0,1973-74,0,0,0,0,,NHL,0.0,0,21,0,[],0,0,,CBH
0,-3,14,0,5,0,1976-77,0,0,0,0,,WHA,0.0,0,24,6,[],0,0,,HSA
