assists,year,games_played,points,goals,team,age,pim,plus_minus,league
1,1972-73,7,3,2,Dallas Black Hawks,20,14,0,CHL
3,1973-74,10,6,3,Dallas Black Hawks,21,24,0,CHL
1,1974-75,8,4,3,Dallas Black Hawks,22,7,0,CHL
0,1975-76,6,2,2,Dallas Black Hawks,23,0,0,CHL
