pim,team,assists,plus_minus,points,league,games_played,year,age,goals
81,Kamloops Jr. Oilers,15,0,21,WHL,69,1982-83,17,6
169,Kamloops Jr. Oilers,30,0,39,WHL,72,1983-84,18,9
91,Kamloops Blazers,39,0,54,WHL,69,1984-85,19,15
87,Rochester Americans,14,0,17,AHL,63,1985-86,20,3
157,Rochester Americans,12,0,12,AHL,54,1986-87,21,0
165,Rochester Americans,25,0,26,AHL,69,1987-88,22,1
97,Rochester Americans,18,0,18,AHL,55,1988-89,23,0
76,Baltimore Skipjacks,28,0,35,AHL,74,1989-90,24,7
38,Baltimore Skipjacks,40,0,54,AHL,61,1990-91,25,14
73,2 Teams,46,0,54,AHL,72,1991-92,26,8
67,Baltimore Skipjacks,38,0,45,AHL,57,1991-92,26,7
6,St. John\'s Maple Leafs,8,0,9,AHL,15,1991-92,26,1
69,New Haven Senators,7,0,12,AHL,34,1992-93,27,5
34,San Diego Gulls,15,0,15,IHL,26,1992-93,27,0
51,San Diego Gulls,12,0,15,IHL,46,1994-95,29,3
2,Adirondack Red Wings,0,0,0,AHL,3,1994-95,29,0
37,Orlando Solar Bears,18,0,22,IHL,43,1995-96,30,4
86,2 Teams,24,0,38,IHL,78,1996-97,31,14
55,Orlando Solar Bears,18,0,30,IHL,61,1996-97,31,12
31,Long Beach Ice Dogs,6,0,8,IHL,17,1996-97,31,2
12,Kassel Huskies,1,0,2,Germany,9,1997-98,32,1
0,Kassel Huskies,0,0,0,EuroHL,3,1997-98,32,0
66,Long Beach Ice Dogs,30,12,31,IHL,65,1997-98,32,1
78,Long Beach Ice Dogs,24,-4,26,IHL,59,1998-99,33,2
20,Houston Aeros,6,6,8,IHL,25,1999-00,34,2
30,Schwenninger Wild Wings,3,0,5,Germany,21,1999-00,34,2
24,Long Beach Ice Dogs,13,0,15,WCHL,19,2000-01,35,2
