goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
3.3,0,NHL,22,VAN,1023,22,9,91,0,61,0,6.39,3,0,4,0,0,0,0,.886,1985-86,536,3.58,0,[],475
0.6,0,NHL,8,VAN,420,23,6,0,1,35,0,0,1,0,1,1,0,0,0,.844,1986-87,224,5.00,0,[],189
0.6,0,NHL,6,PHI,320,24,2,0,0,20,0,0,0,0,3,0,0,0,0,.866,1987-88,149,3.75,0,[],129
2.8,0,NHL,22,PIT,1150,25,9,113,2,92,0,-10.84,0,0,12,2,0,0,0,.863,1988-89,673,4.80,4,[],581
6.0,0,NHL,43,PIT,2318,26,20,107,4,161,0,-10.40,3,1,16,4,0,0,0,.873,1989-90,1267,4.17,8,[],1106
2.1,0,NHL,18,PIT,773,27,6,107,1,52,0,-3.22,2,0,4,1,0,0,0,.879,1990-91,428,4.04,0,[],376
2.6,0,NHL,18,PIT,838,28,6,100,0,53,0,0.24,0,0,7,0,0,0,0,.889,1991-92,476,3.79,0,[],423
3.2,0,NHL,31,TBL,1591,29,19,111,2,97,0,-9.76,2,0,7,2,0,0,0,.872,1992-93,758,3.66,2,[],661
1.3,0,NHL,9,TBL,480,30,3,0,0,20,0,0,1,1,2,0,0,0,0,.905,1993-94,211,2.50,4,[],191
1.3,0,NHL,10,PIT,497,31,6,107,0,27,0,-1.65,0,0,3,0,0,0,0,.894,1994-95,255,3.26,2,[],228
