pim,team,assists,plus_minus,points,league,games_played,year,age,goals
6,Melville Millionaires,2,0,17,S-SJHL,14,1925-26,20,15
12,Brandon Wheat Kings,2,0,8,MHL-Sr.,7,1926-27,21,6
29,Brandon Wheat Kings,3,0,14,MHL-Sr.,16,1927-28,22,11
40,Port Arthur Ports,9,0,22,TBSHL,19,1928-29,23,13
24,Detroit Olympics,8,0,18,IHL,23,1929-30,24,10
8,Detroit Olympics,0,0,0,IHL,5,1930-31,25,0
0,Detroit Olympics,0,0,0,IHL,3,1931-32,26,0
19,2 Teams,0,0,3,Can-Am,9,1931-32,26,3
15,Philadelphia Arrows,0,0,2,Can-Am,5,1931-32,26,2
4,Boston Cubs,0,0,1,Can-Am,4,1931-32,26,1
11,2 Teams,3,0,4,AHA,11,1932-33,27,1
9,Kansas City Pla-Mors,3,0,4,AHA,10,1932-33,27,1
2,Duluth/Wichita,0,0,0,AHA,1,1932-33,27,0
