game_winning_goals,shotsPercentage,plus_minus,shots,power_play_goals,age,average_ice_time,games_played,assists,year,points,shorthanded_goals,goals,even_strength_goals,team,win,pim,total_ice_time,league
0,0,0,0,0,26,,0,0,1932-33,5,0,5,0,TOR,,2,,NHL
0,0,0,0,0,27,,5,2,1933-34,4,0,2,0,TOR,,0,,NHL
0,0,0,0,0,28,,1,0,1934-35,0,0,0,0,TOR,,0,,NHL
