assists,year,games_played,points,goals,team,age,pim,plus_minus,league
3,1923-24,5,6,3,Regina Pats,17,0,0,M-Cup
7,1924-25,12,20,13,Regina Pats,18,24,0,M-Cup
0,1927-28,5,2,2,Kitchener Millionaires,21,6,0,Can-Pro
1,1928-29,2,2,1,Toronto Millionaires,22,2,0,Can-Pro
0,1929-30,6,5,5,Cleveland Indians,23,14,0,IHL
4,1930-31,6,5,1,Cleveland Indians,24,6,0,IHL
1,1934-35,2,1,0,Syracuse Stars,28,0,0,IHL
2,1935-36,2,2,0,Syracuse Stars,29,0,0,IHL
0,1936-37,5,1,1,Pittsburgh Hornets,30,4,0,IAHL
0,1937-38,2,0,0,Pittsburgh Hornets,31,0,0,IAHL
2,1938-39,7,3,1,Seattle Seahawks,32,6,0,PCHL
