assists,year,games_played,points,goals,team,age,pim,plus_minus,league
2,1923-24,6,7,5,Regina Pats,17,0,0,RJrHL
4,1924-25,4,9,5,Regina Pats,18,2,0,RJrHL
1,1925-26,30,5,4,Portland Rosebuds,19,4,0,WHL
0,1926-27,7,0,0,Minneapolis Millers,20,0,0,AHA
6,1927-28,39,25,19,Kitchener Millionaires,21,35,0,Can-Pro
5,1928-29,39,31,26,Toronto Millionaires,22,42,0,Can-Pro
16,1929-30,42,42,26,Cleveland Indians,23,43,0,IHL
24,1930-31,48,49,25,Cleveland Indians,24,43,0,IHL
15,1931-32,48,36,21,Cleveland Indians,25,45,0,IHL
4,1932-33,10,9,5,Syracuse Stars,26,14,0,IHL
0,1933-34,4,0,0,Buffalo Bisons,27,2,0,IHL
17,1934-35,30,29,12,Syracuse Stars,28,37,0,IHL
0,1934-35,1,0,0,New Haven Eagles,28,0,0,Can-Am
20,1935-36,46,48,28,2 Teams,29,42,0,IHL
2,1935-36,7,3,1,Syracuse Stars,29,4,0,IHL
18,1935-36,39,45,27,Cleveland Falcons,29,38,0,IHL
15,1936-37,45,29,14,2 Teams,30,21,0,IAHL
2,1936-37,6,3,1,Cleveland Barons,30,0,0,IAHL
13,1936-37,39,26,13,Pittsburgh Hornets,30,21,0,IAHL
17,1937-38,48,29,12,Pittsburgh Hornets,31,22,0,IAHL
17,1938-39,48,42,25,Seattle Seahawks,32,23,0,PCHL
