age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
22,,0.0,0,1,-1,NHL,4,0,1981-82,0,1,0,,0,8,,WIN,1
23,,0.0,0,0,-2,NHL,3,0,1982-83,0,3,0,,0,2,,WIN,0
24,,16.7,1,0,-6,NHL,3,0,1983-84,0,6,1,,0,2,,WIN,1
25,,0.0,0,1,-2,NHL,8,0,1984-85,0,4,0,,0,16,,WIN,1
27,,0.0,0,0,-4,NHL,10,0,1986-87,0,2,0,,0,21,,WIN,0
28,,0.0,0,0,-2,NHL,4,0,1987-88,0,1,0,,0,4,,WIN,0
29,,0.0,0,1,1,NHL,11,0,1988-89,0,7,0,,0,6,,LAK,1
30,,0,0,0,4,NHL,4,0,1989-90,0,0,0,,0,6,,LAK,0
31,,0.0,0,0,-4,NHL,7,0,1990-91,0,4,0,,0,12,,LAK,0
32,,0.0,0,0,0,NHL,6,0,1991-92,0,3,0,,0,8,,LAK,0
33,,0.0,0,2,-3,NHL,22,0,1992-93,0,9,0,,0,30,,LAK,2
