league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,4,0,20,0,0,0,,CBH,[],0,0,0,0,0,0,1932-33,,0,0,0,0
NHL,42,0,22,0,3,0,,CBH,[],0,0,1,0,2,0,1934-35,,0,27,0,0
NHL,46,0,23,0,1,0,,CBH,[],0,0,0,0,1,0,1935-36,,0,25,0,0
NHL,43,0,24,0,2,0,,CBH,[],0,0,2,0,0,0,1936-37,,0,6,0,0
NHL,43,0,25,0,3,0,,CBH,[],0,0,3,0,0,0,1937-38,,0,24,0,0
NHL,47,0,26,0,3,0,,CBH,[],0,0,2,0,1,0,1938-39,,0,24,0,0
NHL,47,0,27,0,4,0,,CBH,[],0,0,2,0,2,0,1939-40,,0,20,0,0
NHL,45,0,28,0,5,0,,CBH,[],0,0,2,0,3,0,1940-41,,0,28,0,0
NHL,43,0,29,0,6,0,,CBH,[],0,0,4,0,2,0,1941-42,,0,20,0,0
NHL,33,0,30,0,8,0,,CBH,[],0,0,7,0,1,0,1942-43,,0,25,0,0
NHL,21,0,31,0,6,0,,CBH,[],0,0,4,0,2,0,1943-44,,0,2,0,0
