year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1990-91,18,33,98,45,0,SJHL,43,Notre Dame Hounds,78
1991-92,19,21,109,34,0,CCHA,37,Ohio State University,55
1992-93,20,39,147,36,0,WHL,66,Red Deer Rebels,75
1992-93,20,0,0,1,0,Nat-Tm,1,Canada,1
1992-93,20,0,0,2,0,AHL,3,Hamilton Canucks,2
1993-94,21,18,76,16,0,AHL,67,Hamilton Canucks,34
1994-95,22,23,98,17,0,AHL,67,Syracuse Crunch,40
1995-96,23,34,157,17,0,AHL,48,Syracuse Crunch,51
1996-97,24,19,123,39,0,AHL,76,Syracuse Crunch,58
1997-98,25,6,24,7,0,Germany,19,Kassel Huskies,13
1997-98,25,0,0,1,0,EuroHL,2,Kassel Huskies,1
1997-98,25,5,45,2,0,Finland,12,Lukko Rauma,7
1998-99,26,12,40,12,0,Italy,19,HC Bolzano,24
1998-99,26,18,43,33,11,WPHL,25,Central Texas Stampede,51
1999-00,27,5,44,9,0,Germany,33,Augsburger Panther,14
1999-00,27,15,45,21,0,Italy,15,HC Bolzano,36
2000-01,28,24,130,21,0,Italy,31,HC Fassa,45
2001-02,29,7,74,15,-12,ECHL,29,Greensboro Generals,22
