assists,team,goals,year,games_played,points,pim,age,plus_minus,league
36,SK Iskra Banska Bystrica Jr.,23,1993-94,40,59,0,16,0,Slovak-Jr.
14,SK Iskra Banska Bystrica,15,1994-95,22,29,10,17,0,Slovak-2
3,Slovakia,5,1994-95,5,8,4,17,0,EJC-B
1,SK Iskra Banska Bystrica,3,1995-96,19,4,8,18,0,Slovakia
3,Slovakia,0,1995-96,6,3,2,18,0,WJC-A
18,HC SKP PS Poprad,15,1996-97,44,33,0,19,0,Slovakia
4,Slovakia,2,1996-97,6,6,2,19,0,WJC-A
36,Worcester IceCats,27,1997-98,69,63,54,20,-8,AHL
4,Slovakia,1,1999-00,6,5,4,22,1,WC-A
0,Slovakia,1,2001-02,2,1,6,24,0,Olympics
4,Slovakia,1,2001-02,6,5,4,24,2,WC-A
24,HKm Zvolen,14,2004-05,33,38,34,27,0,Slovakia
0,Slovakia,3,2004-05,7,3,2,27,-1,WC-A
4,Slovakia,0,2008-09,6,4,6,31,2,WC-A
3,Slovakia,3,2009-10,7,6,0,32,-2,Olympics
2,Slovakia,0,2010-11,5,2,0,33,0,WC-A
5,Slovakia,2,2011-12,8,7,0,34,3,WC-A
10,HC \'05 Banska Bystrica,9,2012-13,15,19,22,35,0,Slovakia
2,Slovakia,0,2013-14,4,2,0,36,1,Olympics
2,Slovakia (all),0,2013-14,4,2,0,36,1,Internationa
11,HC Banska Bystrica,7,2014-15,22,18,16,37,4,Slovakia
