shotsPercentage,faceoff_loses,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,giveaways,total_shots,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,takeaways,faceoff_percentage,age,game_winning_goals,league,shorthanded_goals,blocks,average_ice_time,hits,games_played,faceoff_wins,points,awards,power_play_goals
5.1,0,1998-99,30,11,977,0,0,0,78,1,4,-9,12,STL,4,0,0,21,0,NHL,0,0,14:48,0,66,0,16,[],0
15.1,0,1999-00,44,22,1436,2,0,0,166,4,18,19,28,STL,25,0,0,22,5,NHL,4,0,17:43,0,81,0,53,"[{'link': '/awards/voting-2000.html#selke', 'name': 'Selke-2'}]",3
19.4,0,2000-01,33,11,802,1,0,0,72,6,8,16,18,TOT,14,0,0,23,2,NHL,3,0,17:26,0,46,0,32,"[{'link': '/awards/voting-2001.html#selke', 'name': 'Selke-34'}]",3
17.2,0,2000-01,12,9,648,1,0,0,58,4,5,11,14,STL,10,0,0,23,2,NHL,2,0,18:00,0,36,0,24,"[{'link': '/awards/voting-2001.html#selke', 'name': 'Selke-34'}]",3
28.6,0,2000-01,21,2,154,0,0,0,14,2,3,5,4,PHX,4,0,0,23,0,NHL,1,0,15:26,0,10,0,8,"[{'link': '/awards/voting-2001.html#selke', 'name': 'Selke-34'}]",0
16.0,0,2001-02,34,21,1276,0,0,0,94,9,11,-8,30,PHX,15,0,0,24,1,NHL,1,0,16:09,0,79,0,45,[],3
17.3,0,2002-03,46,15,1439,0,0,0,133,6,21,13,21,PHI,23,0,0,25,9,NHL,1,0,17:33,0,82,0,44,"[{'link': '/awards/voting-2003.html#selke', 'name': 'Selke-11'}]",1
14.8,0,2003-04,82,23,1535,0,0,0,135,15,12,18,38,PHI,20,0,0,26,2,NHL,1,0,18:43,0,82,0,58,"[{'link': '/awards/voting-2004.html#AS', 'name': 'AS-15'}, {'link': '/awards/voting-2004.html#selke', 'name': 'Selke-8'}]",7
9.7,0,2005-06,38,16,1348,4,0,0,113,13,8,-2,33,PHI,11,0,0,28,1,NHL,1,0,18:28,0,73,0,44,[],2
33.3,0,2006-07,6,2,168,0,0,0,9,3,2,4,5,CHI,3,0,0,29,0,NHL,0,0,20:59,0,8,0,8,[],1
7.9,635,2007-08,45,12,1250,1,41,126,89,1,4,-21,14,LAK,7,25,45.6,30,0,NHL,3,55,15:14,69,82,532,21,[],0
12.6,601,2008-09,32,14,1550,1,51,224,143,9,10,-7,24,LAK,18,28,54.5,31,4,NHL,1,69,18:54,75,82,719,42,"[{'link': '/awards/voting-2009.html#selke', 'name': 'Selke-64'}]",7
17.1,661,2009-10,38,16,1483,1,60,178,117,5,14,4,22,LAK,20,37,51.1,32,6,NHL,1,60,18:18,75,81,691,42,"[{'link': '/awards/voting-2010.html#selke', 'name': 'Selke-40'}]",5
12.8,634,2010-11,20,11,1422,1,39,175,94,6,8,-5,18,LAK,12,24,51.7,33,3,NHL,0,48,17:21,86,82,678,30,"[{'link': '/awards/voting-2011.html#selke', 'name': 'Selke-53'}]",4
8.6,402,2011-12,18,14,968,0,24,132,81,3,5,-6,17,SJS,7,28,50.7,34,0,NHL,0,59,14:27,52,67,413,24,[],2
4.9,190,2012-13,16,6,512,0,14,68,41,0,2,-2,6,TOT,2,16,55.4,35,0,NHL,0,30,13:08,31,39,236,8,[],0
3.2,132,2012-13,12,1,379,0,13,52,31,0,1,-9,1,SJS,1,8,55.6,35,0,NHL,0,23,13:32,22,28,165,2,[],0
10.0,58,2012-13,4,5,133,0,1,16,10,0,1,7,5,CHI,1,8,55.0,35,0,NHL,0,7,12:07,9,11,71,6,[],0
8.0,335,2013-14,16,11,805,1,11,76,50,0,3,0,12,CHI,4,14,49.5,36,2,NHL,1,55,13:39,35,59,329,16,[],0
