pim,team,assists,plus_minus,points,league,games_played,year,age,goals
22,Portland Winter Hawks,22,0,29,WHL,25,1978-79,17,7
2,Portland Winter Hawks,10,0,11,WHL,8,1979-80,18,1
0,HC Ambri-Piotta,0,0,0,Swiss,2,1999-00,38,0
