goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
0,0,WHA,4,MFS,193,26,0,0,0,10,0,0,0,0,0,0,0,0,0,.885,1975-76,87,3.11,0,[],77
0,0,WHA,51,TOT,2928,27,0,87,1,166,0,23.86,0,2,0,1,0,0,0,.898,1976-77,1632,3.40,4,[],1466
0,0,WHA,30,MNF,1715,27,0,69,1,78,0,35.31,0,2,0,1,0,0,0,.920,1976-77,974,2.73,2,[],896
0,0,WHA,21,EDO,1213,27,0,115,0,88,0,-11.45,0,0,0,0,0,0,0,.866,1976-77,658,4.35,2,[],570
0,0,WHA,27,NEW,1655,28,0,92,0,91,0,7.84,0,3,0,0,0,0,0,.886,1977-78,796,3.30,2,[],705
0,0,WHA,3,QBN,140,29,0,0,0,14,0,0,0,0,0,0,0,0,0,.835,1978-79,85,6.00,0,[],71
-0.1,0,NHL,1,MNS,60,30,1,0,0,7,0,0,0,0,0,0,0,0,0,0,1979-80,0,7.00,0,[],0
