shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,pim,shutouts,points,bad_start,team
0,0,0,0,1050,18,0,1951-52,0,0,7.89,OHA-Jr.,0,138,0,0,0,0,0,19,0,0,0,0,Waterloo Hurricanes
0,0,0,0,1200,20,0,1952-53,0,0,2.75,OHA-Jr.,0,55,0,0,0,0,0,20,0,2,0,0,St. Catharines Teepees
0,0,3,0,4182,69,0,1953-54,0,35,3.39,MMHL,0,236,0,0,30,0,0,21,0,7,0,0,Sydney Millionaires
0,0,0,0,60,1,0,1953-54,0,0,4.00,AHL,0,4,0,0,1,0,0,21,0,0,0,0,Hershey Bears
0,0,1,0,1260,21,0,1954-55,0,9,3.90,AHL,0,82,0,0,11,0,0,22,0,1,0,0,Hershey Bears
0,0,0,0,60,1,0,1954-55,0,1,5.00,EHL,0,5,0,0,0,0,0,22,0,0,0,0,Washington Lions
0,0,0,0,2460,41,0,1954-55,0,0,3.49,IHL,0,143,0,0,0,0,0,22,0,0,0,0,2 Teams
0,0,0,0,2220,37,0,1954-55,0,0,3.30,IHL,0,122,0,0,0,0,0,22,0,0,0,0,Johnstown Jets
0,0,0,0,240,4,0,1954-55,0,0,5.25,IHL,0,21,0,0,0,0,0,22,0,0,0,0,Toledo Mercurys
0,0,2,0,1320,22,0,1955-56,0,7,4.14,AHL,0,91,0,0,13,0,0,23,0,0,0,0,Hershey Bears
0,0,0,0,240,4,0,1955-56,0,0,3.00,EHL,0,12,0,0,0,0,0,23,0,0,0,0,Washington Lions
0,0,2,0,990,16,0,1956-57,0,7,3.58,AHL,0,59,0,0,7,0,0,24,0,2,0,0,2 Teams
0,0,1,0,490,8,0,1956-57,0,6,2.57,AHL,0,21,0,0,1,0,0,24,0,2,0,0,Hershey Bears
0,0,1,0,500,8,0,1956-57,0,1,4.56,AHL,0,38,0,0,6,0,0,24,0,0,0,0,Springfield Indians
0,0,0,0,120,2,0,1957-58,0,0,5.00,QHL,0,10,0,0,2,0,0,25,0,0,0,0,Trois-Rivieres Lions
0,0,0,0,2760,46,0,1957-58,0,0,3.70,EHL,0,170,0,0,1,0,0,25,0,1,0,0,2 Teams
0,0,0,0,2700,45,0,1957-58,0,0,3.60,EHL,0,162,0,0,0,0,0,25,0,1,0,0,Clinton Comets
0,0,0,0,60,1,0,1957-58,0,0,8.00,EHL,0,8,0,0,1,0,0,25,0,0,0,0,Charlotte Clippers
0,0,2,0,3780,63,0,1958-59,0,41,2.81,EHL,0,177,0,0,20,0,0,26,0,3,0,0,Clinton Comets
0,0,0,0,2280,38,0,1959-60,0,1,2.66,EHL,0,101,0,0,0,0,0,27,0,4,0,0,2 Teams
0,0,0,0,2220,37,0,1959-60,0,0,2.62,EHL,0,97,0,0,0,0,0,27,0,4,0,0,Clinton Comets
0,0,0,0,60,1,0,1959-60,0,1,4.00,EHL,0,4,0,0,0,0,0,27,0,0,0,0,Greensboro Generals
0,0,2,0,3600,60,0,1960-61,0,29,3.67,EHL,0,220,0,0,29,0,0,28,0,6,0,0,Clinton Comets
0,0,1,0,4080,68,0,1961-62,0,45,2.84,EHL,0,193,0,0,22,0,0,29,0,5,0,0,Clinton Comets
0,0,6,0,3780,63,0,1962-63,0,36,2.59,EHL,0,163,0,0,21,0,0,30,0,8,0,0,Clinton Comets
0,0,7,0,3960,66,0,1963-64,0,35,2.92,EHL,0,193,0,0,24,0,0,31,0,8,0,0,Clinton Comets
0,0,0,0,4140,69,0,1964-65,0,0,2.38,EHL,0,164,0,0,0,0,0,32,0,15,0,0,Clinton Comets
0,0,0,0,3900,65,0,1965-66,0,2,3.77,EHL,0,245,0,0,1,0,0,33,0,1,0,0,2 Teams
0,0,0,0,3720,62,0,1965-66,0,0,3.85,EHL,0,239,0,0,0,0,0,33,0,1,0,0,Jersey Devils
0,0,0,0,180,3,0,1965-66,0,2,2.00,EHL,0,6,0,0,1,0,0,33,0,0,0,0,Long Island Ducks
0,0,0,0,3120,52,0,1966-67,0,0,2.81,EHL,0,146,0,0,0,0,0,34,0,0,0,0,Jersey Devils
0,0,0,0,1740,29,0,1967-68,0,0,2.14,OHA-Sr.,0,62,0,0,0,0,0,35,0,5,0,0,Galt Hornets
0,0,0,0,1380,23,0,1968-69,0,0,3.26,EHL,0,75,0,0,0,0,0,36,0,1,0,0,Long Island Ducks
0,0,0,0,780,13,0,1969-70,0,0,2.46,OHA-Sr.,0,32,0,0,0,0,0,37,0,1,0,0,Galt Hornets
