pim,team,assists,plus_minus,points,league,games_played,year,age,goals
12,Portage Terriers,2,0,7,MJHL,5,1940-41,17,5
6,Portage Terriers,16,0,47,MJHL,12,1941-42,18,31
8,Winnipeg Navy,2,0,4,WNDHL,4,1942-43,19,2
29,Cornwallis Navy,15,0,27,NSDHL,11,1943-44,20,12
4,Hershey Bears,1,0,2,AHL,3,1945-46,22,1
4,Buffalo Bisons,0,0,4,AHL,8,1947-48,24,4
2,Dallas Texans,1,0,5,USHL,4,1948-49,25,4
0,Seattle Ironmen,3,0,3,PCHL,4,1951-52,28,0
2,Seattle Bombers,3,0,4,WHL,5,1952-53,29,1
24,Nelson Maple Leafs,3,0,8,WIHL,9,1954-55,31,5
14,Nelson Maple Leafs,1,0,2,WIHL,5,1955-56,32,1
