average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,7,0,0,NHL,19,0,6,0,0,0,0,0,0,1942-43,NYR,2,5,[],0,,15
,10,0,0,NHL,23,0,12,0,0,0,0,0,0,1946-47,NYR,6,4,[],0,,47
