shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
12.5,1980-81,226,39,,0,152,5,17,5,44,QUE,19,20,2,NHL,0,,80,63,[],2
17.7,1981-82,272,42,,5,124,3,20,26,50,QUE,22,21,1,NHL,2,,80,72,"[{'link': '/awards/voting-1982.html#selke', 'name': 'Selke-7'}]",0
13.6,1982-83,206,42,,2,125,2,14,10,46,QUE,17,22,1,NHL,2,,0,63,"[{'link': '/awards/voting-1983.html#selke', 'name': 'Selke-22'}]",1
19.5,1983-84,232,46,,2,123,7,15,35,55,QUE,24,23,1,NHL,2,,77,79,"[{'link': '/awards/voting-1984.html#selke', 'name': 'Selke-7'}]",7
17.4,1984-85,209,43,,2,115,7,14,23,52,QUE,20,24,3,NHL,3,,0,72,"[{'link': '/awards/voting-1985.html#selke', 'name': 'Selke-22'}]",3
18.4,1985-86,265,36,,0,152,6,21,6,42,QUE,28,25,4,NHL,0,,80,70,"[{'link': '/awards/voting-1986.html#selke', 'name': 'Selke-24'}]",7
18.9,1986-87,135,23,,1,53,5,10,4,29,QUE,10,26,0,NHL,0,,46,39,[],0
17.5,1987-88,240,21,,0,126,16,11,7,37,WSH,22,27,1,NHL,0,,79,59,[],11
14.5,1988-89,219,23,,0,138,14,11,-3,37,WSH,20,28,3,NHL,0,,0,57,[],9
18.7,1989-90,233,24,,0,123,15,13,17,39,WSH,23,29,6,NHL,1,,0,62,"[{'link': '/awards/voting-1990.html#selke', 'name': 'Selke-16'}]",9
15.1,1990-91,234,23,,0,106,7,7,-22,30,WSH,16,30,2,NHL,0,,76,46,[],9
25.5,1991-92,205,33,,0,110,17,15,-2,50,WSH,28,31,4,NHL,0,,80,78,"[{'link': '/awards/voting-1992.html#hart', 'name': 'Hart-13'}, {'link': '/awards/voting-1992.html#selke', 'name': 'Selke-21'}]",13
16.7,1992-93,198,37,,0,120,22,10,3,59,WSH,20,32,2,NHL,0,,84,79,[],10
14.8,1993-94,131,23,,0,61,6,8,-4,29,WSH,9,33,1,NHL,0,,52,38,[],1
11.0,1994-95,101,11,,0,73,4,5,-4,15,WSH,8,34,1,NHL,0,,45,23,[],3
10.2,1995-96,112,16,,0,128,8,9,5,24,WSH,13,35,3,NHL,0,,82,37,"[{'link': '/awards/voting-1996.html#selke', 'name': 'Selke-11'}]",4
12.7,1996-97,125,23,,0,110,9,11,-2,32,WSH,14,36,5,NHL,0,,0,46,"[{'link': '/awards/voting-1997.html#selke', 'name': 'Selke-13'}]",3
9.8,1997-98,103,13,,4,82,1,8,1,18,WSH,8,37,1,NHL,0,,82,26,[],0
8.3,1998-99,119,7,563,1,24,1,2,-7,9,TOT,2,38,0,NHL,0,9:05,62,11,[],0
0.0,1998-99,102,4,435,1,18,0,0,-7,5,WSH,0,38,0,NHL,0,8:42,50,5,[],0
33.3,1998-99,17,3,128,0,6,1,2,0,4,COL,2,38,0,NHL,0,10:40,12,6,[],0
