bad_start,shutouts,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,games_started,age,good_start_precentages,saves,pim,goals,good_starts,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,won,assists,ties,wins,games_played,minutes
0,0,1,2.49,5.06,200,NHL,0,24,0,183,6,0,0,77,17,.915,1989-90,CHI,2,,1,0,4,9,409
0,0,0,4.07,-0.90,183,NHL,0,25,0,163,6,0,0,105,20,.891,1990-91,CHI,4,,0,0,2,6,295
0,1,0,0,2.26,398,NHL,0,26,0,359,6,0,0,95,39,.902,1991-92,CHI,4,,0,0,12,18,949
0,0,0,3.13,-2.89,97,NHL,0,27,0,84,2,0,0,129,13,.866,1992-93,CHI,4,,0,0,0,4,249
0,0,0,2.50,2.53,191,NHL,0,28,0,176,2,0,0,86,15,.921,1993-94,CHI,4,,0,0,2,6,360
0,1,0,2.19,14.49,0,NHL,0,29,0,0,6,0,0,72,37,.923,1994-95,CHI,0,,0,0,9,16,1014
0,1,0,2.07,6.94,323,NHL,0,30,0,300,4,0,0,77,23,.929,1995-96,CHI,3,,0,0,6,9,666
0,1,0,0,2.88,399,NHL,0,32,0,368,18,0,0,91,31,.922,1997-98,DAL,7,,0,0,10,17,1039
0,0,0,1.67,9.59,617,NHL,0,33,0,574,4,0,0,82,43,.930,1998-99,DAL,7,SC,0,0,0,0,0
0,0,0,1.87,8.18,0,NHL,0,34,0,0,8,0,0,85,0,.931,1999-00,DAL,0,,0,0,14,0,1443
0,0,0,2.24,-0.72,277,NHL,0,35,0,252,6,0,0,103,25,.910,2000-01,DAL,6,,0,0,4,10,671
0,0,0,2.71,-1.03,282,NHL,0,37,0,258,4,0,0,104,24,.915,2002-03,TOR,4,,0,0,3,7,532
0,3,0,2.09,2.39,379,NHL,0,38,0,352,8,0,0,92,27,.929,2003-04,TOR,7,,0,0,6,13,774
