average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,9,0,0,WHA,21,0,4,-9,30,5,1,0,0,1978-79,EDO,6,3,[],20.0,,29
,30,1,1,NHL,22,18,16,-23,66,6,0,0,5,1979-80,CLR,7,23,[],10.6,,75
,13,0,1,NHL,23,9,9,-15,44,2,0,0,1,1980-81,CLR,3,10,[],6.8,,46
