year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1951-52,15,20,0,15,0,MJHL,20,St. Boniface Canadiens,35
1952-53,16,26,0,24,0,MJHL,35,St. Boniface Canadiens,50
1953-54,17,33,14,25,0,MJHL,35,St. Boniface Canadiens,58
1954-55,18,33,20,37,0,OHA-Jr.,49,St. Catharines Teepees,70
1955-56,19,49,24,34,0,OHA-Jr.,48,St. Catharines Teepees,83
1956-57,20,21,8,31,0,AHL,64,Rochester Americans,52
1957-58,21,30,18,33,0,AHL,70,Rochester Americans,63
1964-65,28,2,2,1,0,AHL,6,Providence Reds,3
1965-66,29,9,4,6,0,CPHL,20,Memphis Wings,15
1966-67,30,25,22,31,0,AHL,61,Pittsburgh Hornets,56
1971-72,35,5,4,7,0,AHL,41,Tidewater Red Wings,12
