league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,69,0,22,0,36,0,,MTL,"[{'link': '/awards/voting-1959.html#calder', 'name': 'Calder-3'}]",0,0,23,0,13,0,1958-59,,0,35,0,0
NHL,68,0,23,0,22,0,,MTL,[],0,0,13,0,9,0,1959-60,,0,26,0,0
NHL,61,0,24,0,33,0,,CBH,[],0,0,16,0,17,0,1960-61,,0,22,0,0
NHL,65,0,25,0,40,0,,CBH,[],0,0,18,0,22,0,1961-62,,0,8,0,0
NHL,69,0,26,0,61,0,,CBH,[],0,0,41,0,20,0,1962-63,,0,12,0,0
NHL,70,3,27,0,46,0,,CBH,[],0,10,32,0,14,0,1963-64,,4,19,0,0
NHL,60,3,28,0,18,0,,BOS,[],0,7,9,0,9,0,1964-65,,2,6,0,0
NHL,43,0,29,0,22,0,,DET,[],0,5,16,0,6,0,1965-66,,1,6,0,0
NHL,12,0,30,0,2,0,,DET,[],0,2,0,0,2,0,1966-67,,0,2,0,0
NHL,74,2,31,185,43,2,,PIT,[],11.9,15,21,-4,22,1,1967-68,,6,38,0,19
NHL,68,4,32,138,42,6,,STL,[],15.2,19,21,19,21,0,1968-69,,2,12,0,15
NHL,64,4,33,170,55,12,,STL,[],14.7,14,30,11,25,0,1969-70,,11,8,0,18
NHL,20,0,34,31,5,0,,STL,[],0.0,0,5,-3,0,0,1970-71,,0,6,0,5
NHL,19,0,35,29,5,0,,DET,[],6.9,1,3,-8,2,0,1971-72,,1,0,0,3
WHA,77,0,36,0,41,0,,WNJ,[],0,10,24,0,17,0,1972-73,,7,16,0,0
WHA,70,0,37,0,29,0,,WNJ,[],0,10,17,0,12,0,1973-74,,2,8,0,0
