age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,SC,0,0,0,0,NHL,2,0,1957-58,0,0,0,,0,2,,MTL,0
22,SC,0,0,1,0,NHL,11,0,1958-59,0,0,1,,0,6,,MTL,2
24,SC,12.5,0,2,5,NHL,8,0,1960-61,0,16,2,,0,0,,CBH,4
25,,19.4,0,6,6,NHL,0,0,1961-62,0,31,6,,0,0,,CBH,12
26,,16.7,0,3,-2,NHL,6,0,1962-63,0,12,2,,0,9,,CBH,5
27,,15.4,0,2,0,NHL,7,0,1963-64,0,13,2,,0,0,,CBH,4
29,,7.7,0,4,5,NHL,10,0,1965-66,0,13,1,,0,2,,DET,5
32,,8.0,2,1,0,NHL,12,0,1968-69,0,25,2,,0,10,,STL,3
33,,16.7,2,10,1,NHL,0,0,1969-70,0,30,5,,3,13,,STL,15
36,,0,0,5,0,WHA,14,0,1972-73,0,0,2,,2,2,,WNJ,7
37,,0,0,1,0,WHA,4,0,1973-74,0,0,0,,0,2,,WNJ,1
