average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
11:02,0,0,0,0,0,NHL,19,0,0,0,0,1,0,0,0,0,0,0,0,2005-06,CHI,0,0,0,0,0.0,11,1,[]
19:19,0,8,0,0,0,NHL,20,2,0,44,-12,38,0,0,0,1,0,5,0,2006-07,CHI,1,0,7,0,2.6,676,35,[]
17:12,95,18,0,0,33,NHL,21,10,0,52,-3,42,0,4,0,2,0,2,5,2007-08,CHI,6,46,12,8,14.3,774,45,[]
18:20,232,40,1,0,42,NHL,22,9,0,65,-6,101,0.0,1,1,5,1,24,9,2008-09,CHI,6,83,34,17,5.9,1247,68,[]
15:31,220,21,1,0,53,NHL,23,10,0,68,5,105,0,1,0,4,0,6,3,2009-10,TOT,5,75,16,20,4.8,1086,70,[]
13:06,163,14,1,0,33,NHL,23,7,0,58,7,74,0,1,0,3,0,3,2,2009-10,CHI,4,59,10,12,5.4,668,51,[]
22:02,57,7,0,0,20,NHL,23,3,0,10,-2,31,0,0,0,1,0,3,1,2009-10,MIN,1,16,6,8,3.2,419,19,[]
16:24,109,5,1,0,61,NHL,24,2,0,34,-10,44,0,1,0,0,0,2,6,2010-11,MIN,1,68,4,5,2.3,853,52,[]
18:22,80,2,1,0,19,NHL,25,0,0,23,0,35,0,1,0,1,0,0,2,2011-12,EDM,2,36,0,18,5.7,459,25,[]
14:12,36,2,0,0,16,NHL,26,2,0,4,-3,19,0,0,0,0,0,0,0,2012-13,VAN,0,16,2,4,0.0,199,14,[]
