pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,North Shore Winter Club,55,0,152,Minor-BC,56,2001-02,15,97
71,Quesnel Millionaires,25,0,57,BCHL,48,2002-03,16,32
0,Vancouver Giants,0,-1,0,WHL,1,2002-03,16,0
100,Vancouver Giants,35,-2,60,WHL,67,2003-04,17,25
169,Vancouver Giants,48,4,87,WHL,70,2004-05,18,39
40,Vancouver Giants,15,5,38,WHL,27,2005-06,19,23
44,Syracuse Crunch,5,2,10,AHL,16,2007-08,21,5
58,Springfield Falcons,11,-12,24,AHL,39,2008-09,22,13
31,Oklahoma City Barons,10,-4,18,AHL,27,2011-12,25,8
4,ZSC Lions Zurich,6,0,6,Swiss,14,2012-13,26,0
4,Portland Pirates,5,3,12,AHL,11,2013-14,27,7
49,Avtomobilist Yekaterinburg,5,2,15,KHL,44,2014-15,28,10
