year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1986-87,17,0,2,1,0,WHL,3,Regina Pats,1
1987-88,18,0,4,2,0,WHL,4,Regina Pats,2
1989-90,20,0,16,7,0,WHL,11,Regina Pats,7
1989-90,20,0,4,0,0,AHL,3,Baltimore Skipjacks,0
1990-91,21,1,6,0,0,AHL,4,Baltimore Skipjacks,1
1992-93,23,0,23,1,0,AHL,3,Baltimore Skipjacks,1
1993-94,24,0,36,1,0,AHL,12,Portland Pirates,1
1994-95,25,1,4,0,0,AHL,7,Portland Pirates,1
1996-97,27,0,29,0,0,Britain,5,Newcastle Cobras,0
1997-98,28,0,4,0,0,Britain,6,Nottingham Panthers,0
1998-99,29,0,6,1,0,Britain,6,Newcastle Riverkings,1
1999-00,30,0,8,1,0,Britain,6,Ayr Scottish Eagles,1
