year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1969-70,18,61,253,90,0,QMJHL,55,Trois-Rivieres Ducs,151
1970-71,19,56,195,76,0,QMJHL,59,Trois-Rivieres Ducs,132
1971-72,20,27,119,31,0,AHL,75,2 Teams,58
1971-72,20,1,27,4,0,AHL,14,Cleveland Barons,5
1971-72,20,26,92,27,0,AHL,61,Boston Braves,53
1972-73,21,31,75,42,0,AHL,65,Boston Braves,73
1973-74,22,7,60,11,0,AHL,29,Boston Braves,18
1980-81,29,5,35,7,0,AHL,23,Rochester Americans,12
1980-81,29,5,6,8,0,CHL,19,Oklahoma City Stars,13
