pim,team,assists,plus_minus,points,league,games_played,year,age,goals
10,Burlington Cougars,3,0,3,ON-Jr.A,27,1997-98,16,0
83,Burlington Cougars,29,0,37,ON-Jr.A,49,1998-99,17,8
139,Burlington Cougars,27,0,33,ON-Jr.A,49,1999-00,18,6
90,Bowling Green University,9,0,13,CCHA,35,2000-01,19,4
68,Bowling Green University,10,-13,15,CCHA,40,2001-02,20,5
92,Bowling Green University,17,-16,25,CCHA,34,2002-03,21,8
66,Bowling Green University,15,-11,22,CCHA,38,2003-04,22,7
2,Manitoba Moose,2,1,2,AHL,4,2003-04,22,0
192,Manitoba Moose,27,21,39,AHL,80,2004-05,23,12
71,Manitoba Moose,17,3,20,AHL,23,2005-06,24,3
2,Manitoba Moose,1,1,1,AHL,1,2007-08,26,0
4,Canada,2,6,4,WC,8,2013-14,32,2
