bad_start,shutouts,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,games_started,age,good_start_precentages,saves,pim,goals,good_starts,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,assists,ties,wins,games_played,minutes
0,0,0,4.82,0,0,QAAA,0,16,0,0,0,0,0,0,106,0,1991-92,Abitibi Forestiers,17,0,0,5,22,1320
0,1,0,4.27,0,0,QMJHL,0,18,0,0,0,0,0,0,126,0,1993-94,2 Teams,13,0,3,16,35,1772
0,0,0,5.77,0,0,QMJHL,0,18,0,0,0,0,0,0,65,0,1993-94,Victoriaville Tigres,8,0,2,2,15,676
0,1,0,3.34,0,0,QMJHL,0,18,0,0,0,0,0,0,61,0,1993-94,St-Hyacinthe Laser,5,0,1,14,20,1096
0,1,0,4.05,0,0,QMJHL,0,19,0,0,0,0,0,0,161,0,1994-95,2 Teams,18,0,1,21,43,2388
0,0,0,4.66,0,0,QMJHL,0,19,0,0,0,0,0,0,106,0,1994-95,Halifax Mooseheads,12,0,1,9,24,1365
0,1,0,3.23,0,0,QMJHL,0,19,0,0,0,0,0,0,55,0,1994-95,St-Jean Lynx,6,0,0,12,19,1023
0,0,0,4.28,0,397,ColHL,0,20,0,346,0,0,0,0,51,.872,1995-96,Thunder Bay Senators,4,0,2,6,12,715
0,1,0,3.27,0,1292,AHL,0,20,0,1164,0,0,0,0,128,.901,1995-96,P.E.I. Senators,14,0,3,20,41,2347
0,2,0,3.21,0,1481,AHL,0,21,0,1317,0,0,0,0,164,.889,1996-97,Syracuse Crunch,22,0,8,23,55,3069
0,1,0,3.24,0,1290,AHL,0,22,0,1150,0,0,0,0,140,.891,1997-98,Worcester IceCats,22,0,2,20,45,2593
0,1,0,3.05,0,1272,IHL,0,23,0,1149,2,0,0,0,123,.903,1998-99,Cincinnati Cyclones,17,0,2,21,44,2418
0,1,2,3.01,0,817,AHL,0,24,0,739,2,0,0,0,78,.905,1999-00,Hershey Bears,9,2,3,14,31,1554
0,2,1,2.84,0,1321,AHL,0,25,0,1197,2,0,0,0,124,.906,2000-01,Hershey Bears,24,1,3,17,49,2620
0,0,1,2.50,0,941,AHL,0,26,0,865,0,0,0,0,76,.919,2001-02,2 Teams,12,1,5,12,33,1826
0,0,0,2.50,0,615,AHL,0,26,0,565,0,0,0,0,50,.919,2001-02,Hershey Bears,10,0,4,6,21,1201
0,0,1,2.50,0,326,AHL,0,26,0,300,0,0,0,0,26,.920,2001-02,Chicago Wolves,2,1,1,6,12,625
0,0,0,3.18,0,575,AHL,0,27,0,513,4,0,0,0,62,.892,2002-03,Chicago Wolves,8,0,1,10,21,1171
0,1,0,2.57,0,1027,AHL,0,28,0,945,0,0,0,0,82,.920,2003-04,Chicago Wolves,12,0,5,15,34,1911
0,10,1,2.07,0,1155,AHL,0,29,0,1067,2,0,0,0,88,.924,2004-05,Cincinnati Mighty Ducks,18,1,2,25,46,2549
0,3,2,2.59,0,1655,AHL,0,30,0,1502,4,0,0,0,153,.908,2005-06,Hershey Bears,19,2,6,34,61,3538
0,3,2,2.36,0,1137,AHL,0,31,0,1047,2,0,0,0,90,.921,2006-07,Hershey Bears,10,2,5,22,39,2286
0,0,2,3.19,0,1389,AHL,0,32,0,1251,2,0,0,0,138,.901,2007-08,Hershey Bears,20,2,4,20,45,2594
0,3,1,2.76,0,0,Germany,0,33,0,0,0,0,0,0,124,0,2008-09,Sinupret Ice Tigers Nurnberg,19,1,0,26,46,2699
