pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Edmonton Oil Kings,0,0,0,WCJHL,3,1973-74,15,0
23,Edmonton Oil Kings,1,0,3,WCJHL,5,1975-76,17,2
10,Portland Winter Hawks,6,0,8,WCJHL,10,1976-77,18,2
19,Portland Winter Hawks,4,0,8,WCJHL,8,1977-78,19,4
