giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
1,NHL,3,0,21,0,2,2,1,1,0,18,PIT,0,0,[],0.0,0,1,0,0,0,0,2015-16,1,6:04,0,0,0,1
1,NHL,2,0,22,0,5,2,1,2,0,26,PIT,1,0,[],0.0,0,1,-1,0,0,0,2016-17,0,13:03,0,0,0,1
