pim,team,assists,plus_minus,points,league,games_played,year,age,goals
85,Saskatoon Flyers,74,0,159,SMHL,60,1995-96,15,85
18,Saskatoon Contacts,23,0,45,SMHL,44,1996-97,16,22
103,Saskatoon Contacts,49,0,78,SMHL,41,1997-98,17,29
15,Vernon Vipers,58,0,82,BCHL,45,1998-99,18,24
30,University of North Dakota,23,0,40,WCHA,44,1999-00,19,17
48,University of North Dakota,34,0,59,WCHA,46,2000-01,20,25
52,University of North Dakota,28,0,47,WCHA,37,2001-02,21,19
0,Lowell Lock Monsters,1,3,2,AHL,3,2001-02,21,1
32,Lowell Lock Monsters,32,-9,43,AHL,53,2002-03,22,11
28,Lowell Lock Monsters,15,-1,22,AHL,34,2003-04,23,7
91,Lowell Lock Monsters,27,-7,40,AHL,80,2004-05,24,13
52,Manitoba Moose,25,6,38,AHL,59,2005-06,25,13
66,Albany River Rats,25,4,54,AHL,55,2006-07,26,29
6,Albany River Rats,10,3,17,AHL,21,2007-08,27,7
14,Wilkes-Barre Penguins,3,-2,11,AHL,21,2009-10,29,8
70,Thomas Sabo Ice Tigers Nurnberg,24,0,41,Germany,52,2010-11,30,17
6,Thomas Sabo Ice Tigers Nurnberg,1,0,2,Germany,15,2011-12,31,1
36,Thomas Sabo Ice Tigers Nurnberg,22,0,31,Germany,50,2012-13,32,9
