bad_start,shutouts,awards,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,good_starts,age,good_start_precentages,saves,pim,goals,games_started,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,goalie_point_share,assists,ties,wins,games_played,minutes
0,0,[],0,3.00,0,0,NHL,0,20,0,0,0,0,0,0,6,0,1958-59,NYR,2,0.3,0,0,0,2,120
0,0,[],0,3.71,0,0,NHL,0,22,0,0,14,0,0,0,0,0,1960-61,BOS,0,4.8,0,7,12,52,3120
0,1,[],0,4.32,0,0,NHL,0,23,0,0,4,0,0,0,121,0,1961-62,BOS,18,1.0,0,4,6,28,1680
0,4,[],0,2.51,0,0,NHL,0,27,0,0,0,0,0,0,21,0,1965-66,TOR,2,1.8,0,3,5,10,501
0,0,[],0,3.39,0,0,NHL,0,28,0,0,0,0,0,0,67,0,1966-67,TOR,10,2.4,0,4,5,23,1185
0,5,[],0,2.32,0,0,NHL,0,29,0,0,2,0,0,0,85,0,1967-68,TOR,13,7.6,0,3,19,41,2201
0,3,[],0,2.80,0,0,NHL,0,30,0,0,2,0,0,0,161,0,1968-69,TOR,20,10.3,0,11,28,61,3446
0,5,[],1,3.06,0,0,NHL,0,31,0,0,0,0,0,0,156,0,1969-70,TOR,24,7.5,1,9,19,52,3057
0,2,[],0,3.70,0,0,NHL,0,32,0,0,0,0,0,0,120,0,1970-71,TOT,20,3.5,0,3,9,34,1946
0,2,[],0,3.87,0,0,NHL,0,32,0,0,0,0,0,0,83,0,1970-71,TOR,14,2.0,0,1,6,23,1286
0,0,[],0,3.36,0,0,NHL,0,32,0,0,0,0,0,0,37,0,1970-71,PHI,6,1.5,0,2,3,11,660
0,2,[],0,2.93,0,0,NHL,0,33,0,0,2,0,0,0,58,0,1971-72,PHI,8,3.4,0,2,7,24,1186
