year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1987-88,16,6,31,16,0,MEHL,19,Chicago Young Americans,22
1988-89,17,0,17,0,0,ON-Jr.B,2,Kitchener Dutchmen,0
1988-89,17,7,101,13,0,OHL,59,Kitchener Rangers,20
1989-90,18,11,125,26,0,OHL,63,Kitchener Rangers,37
1990-91,19,6,145,30,0,OHL,61,Kitchener Rangers,36
1991-92,20,13,115,59,0,OHL,61,Kitchener Rangers,72
1992-93,21,4,379,14,0,IHL,66,Atlanta Knights,18
1993-94,22,2,254,10,0,IHL,42,Atlanta Knights,12
1994-95,23,5,191,12,0,IHL,41,Atlanta Knights,17
1994-95,23,0,0,0,0,ECHL,1,Nashville Knights,0
1995-96,24,5,146,11,0,IHL,48,Atlanta Knights,16
1996-97,25,6,93,17,0,AHL,48,Kentucky Thoroughblades,23
1997-98,26,2,179,14,-23,IHL,73,2 Teams,16
1997-98,26,1,63,4,0,IHL,13,Orlando Solar Bears,5
1997-98,26,1,116,10,-23,IHL,60,San Antonio Dragons,11
1998-99,27,0,186,10,10,IHL,34,Chicago Wolves,10
1999-00,28,0,98,4,-3,IHL,42,Chicago Wolves,4
2000-01,29,2,184,5,16,IHL,64,Chicago Wolves,7
2001-02,30,3,228,31,-34,ECHL,70,Baton Rouge Kingfish,34
2002-03,31,10,263,21,17,ACHL,51,Orlando Seals,31
