year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1989-90,18,1,6,4,0,OHL,17,Kitchener Rangers,5
1989-90,18,0,4,1,0,M-Cup,5,Kitchener Rangers,1
1990-91,19,0,4,1,0,OHL,4,Kitchener Rangers,1
1991-92,20,4,34,9,0,OHL,14,Kitchener Rangers,13
1992-93,21,1,35,1,0,IHL,9,Atlanta Knights,2
1993-94,22,1,28,1,0,IHL,11,Atlanta Knights,2
1996-97,25,0,6,3,0,AHL,4,Kentucky Thoroughblades,3
1999-00,28,0,8,0,0,IHL,5,Chicago Wolves,0
2000-01,29,0,8,0,0,IHL,2,Chicago Wolves,0
2002-03,31,0,6,1,5,ACHL,6,Orlando Seals,1
