assists,year,games_played,points,goals,team,age,pim,plus_minus,league
38,1979-80,44,70,32,Niagara Falls Canucks,16,37,0,ON-Jr.B
0,1979-80,2,0,0,Niagara Falls Flyers,16,0,0,OMJHL
10,1980-81,22,19,9,RPI Engineers,17,8,0,ECAC
18,1981-82,28,40,22,RPI Engineers,18,27,0,ECAC
29,1982-83,27,50,21,RPI Engineers,19,28,0,ECAC
24,1983-84,38,54,30,RPI Engineers,20,32,0,ECAC
39,1984-85,78,57,18,New Haven Nighthawks,21,26,0,AHL
33,1985-86,69,56,23,New Haven Nighthawks,22,92,0,AHL
25,1986-87,48,49,24,2 Teams,23,44,0,AHL
1,1986-87,6,1,0,Baltimore Skipjacks,23,0,0,AHL
24,1986-87,42,48,24,Newmarket Saints,23,44,0,AHL
39,1987-88,76,89,50,Newmarket Saints,24,52,0,AHL
20,1988-89,37,46,26,Newmarket Saints,25,24,0,AHL
33,1989-90,34,69,36,Vienna EV,26,89,0,Austria
18,1990-91,39,57,39,Vienna EV,27,70,0,Austria
23,1991-92,39,69,46,Vienna EV,28,0,0,Austria
17,1992-93,43,47,30,EK Zell am See,29,0,0,Austria
1,1992-93,6,1,0,Austria,29,10,0,WC-A
43,1993-94,57,78,35,EC Graz,30,0,0,Austria
4,1993-94,7,8,4,Austria,30,8,0,Olympics
1,1994-95,4,2,1,HC Fribourg-Gotteron,31,4,0,Swiss
16,1994-95,22,27,11,South Carolina Stingrays,31,22,0,ECHL
29,1995-96,33,51,22,CE Vienna,32,67,0,Austria
9,1996-97,11,13,4,Nottingham Panthers,33,0,0,BH-Cup
32,1996-97,40,56,24,Nottingham Panthers,33,28,0,Britain
8,1997-98,12,17,9,Nottingham Panthers,34,10,0,BH-Cup
20,1997-98,33,33,13,Nottingham Panthers,34,12,0,Britain
37,1998-99,59,67,30,Abilene Aviators,35,48,11,WPHL
