shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,goalie_point_share,pim,awards,shutouts,points,bad_start,team
419,.769,0,392,833,14,0,2014-15,0,9,1.94,NHL,13,27,75,8.76,4,10,.936,26,3.6,0,[],1,0,0,CHI
784,.542,4,717,1560,29,0,2015-16,0,12,2.58,NHL,24,67,100,-0.25,8,13,.915,27,4.6,0,[],1,0,5,CHI
877,.630,5,810,1689,32,0,2016-17,0,18,2.38,NHL,27,67,88,8.90,5,17,.924,28,6.2,0,[],2,0,1,CHI
