pim,team,assists,plus_minus,points,league,games_played,year,age,goals
4,Edmonton Southsides,2,0,6,EJrHL,9,1933-34,16,4
15,Edmonton Southsides,3,0,13,EJrHL,11,1934-35,17,10
12,Edmonton Dominions,5,0,18,ESrHL,13,1935-36,18,13
28,Edmonton Dominions,18,0,39,ESrHL,26,1936-37,19,21
23,Cornwall Royals,15,0,31,QSHL,30,1939-40,22,16
35,Cornwall Flyers,22,0,40,QSHL,36,1940-41,23,18
0,Montreal Concordia,0,0,0,MCHL,2,1940-41,23,0
25,Indianapolis Capitols,26,0,36,AHL,42,1941-42,24,10
22,Indianapolis Capitols,25,0,53,AHL,48,1945-46,28,28
48,Buffalo Bisons,30,0,59,AHL,64,1946-47,29,29
45,Buffalo Bisons,43,0,68,AHL,67,1947-48,30,25
31,Hershey Bears,36,0,52,AHL,68,1948-49,31,16
16,Hershey Bears,35,0,54,AHL,70,1949-50,32,19
31,Hershey Bears,36,0,57,AHL,67,1950-51,33,21
38,Hershey Bears,28,0,54,AHL,68,1951-52,34,26
