year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1998-99,18,1,8,4,0,U-18,6,U.S. National Team Development Program,5
1998-99,18,10,151,23,0,USHL,54,U.S. National Team Development Program,33
1999-00,19,3,60,8,0,USHL,28,U.S. National Team Development Program,11
1999-00,19,0,0,2,0,NAHL,3,U.S. National Team Development Program,2
1999-00,19,1,52,11,0,H-East,25,Boston University Terriers,12
2000-01,20,6,82,13,0,H-East,28,Boston University Terriers,19
2000-01,20,0,12,2,2,WJC-A,7,United States,2
2001-02,21,5,78,15,0,H-East,37,Boston University Terriers,20
2002-03,22,5,76,16,0,H-East,36,Boston University Terriers,21
2003-04,23,14,50,14,13,AHL,59,Philadelphia Phantoms,28
2004-05,24,6,71,9,15,AHL,59,Philadelphia Phantoms,15
2005-06,25,3,22,3,1,AHL,11,Philadelphia Phantoms,6
2005-06,25,0,6,0,-2,WC-A,7,United States,0
2007-08,27,0,12,2,2,AHL,8,San Antonio Rampage,2
2011-12,31,3,55,9,0,Sweden,31,MODO Hockey Ornskoldsvik,12
