pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,St. Michael\'s Majors,2,0,6,OHA-Jr.,10,1933-34,18,4
0,Toronto British Consols,0,0,2,TMHL,6,1934-35,19,2
0,Kitchener Greenshirts,6,0,18,OHA-Jr.,11,1934-35,19,12
4,Boston Cubs,13,0,28,Can-Am,48,1935-36,20,15
4,Providence Reds,4,0,18,IAHL,44,1936-37,21,14
0,Dartmouth RCAF,8,0,20,NSDHL,7,1942-43,27,12
0,Toronto People\'s Credit,0,0,1,TIHL,1,1944-45,29,1
22,Kitchener Dutchmen,7,0,15,OHA-Sr.,8,1947-48,32,8
13,Kitchener Dutchmen,21,0,38,OHA-Sr.,31,1948-49,33,17
9,Kitchener Dutchmen,14,0,24,OHA-Sr.,23,1949-50,34,10
14,Kitchener Dutchmen,10,0,18,OHA-Sr.,37,1951-52,36,8
