shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
0,1924-25,10,0,,0,0,0,0,0,3,TOT,1,23,0,NHL,0,,30,4,[],0
0,1924-25,4,0,,0,0,0,0,0,2,BOS,1,23,0,NHL,0,,13,3,[],0
0,1924-25,6,0,,0,0,0,0,0,1,MTL,0,23,0,NHL,0,,17,1,[],0
