power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,1,0,0,NHL,1967-68,22,0,BOS,,0,0,0,0,0,,,0,0
0,6,1,0,NHL,1968-69,23,0,BOS,,1,0,2,0,1,,,0.0,0
0,14,9,2,NHL,1969-70,24,5,BOS,,4,50,5,0,17,,SC,0,5
0,7,5,1,NHL,1970-71,25,3,BOS,,2,15,1,0,22,,,13.6,3
1,15,11,0,NHL,1971-72,26,4,BOS,,7,42,10,0,27,,SC,14.8,3
0,5,2,0,NHL,1972-73,27,1,BOS,,1,4,-5,0,8,,,12.5,1
1,16,14,1,NHL,1973-74,28,5,BOS,,9,46,-2,0,28,,,17.9,4
0,1,2,0,NHL,1974-75,29,0,BOS,,2,0,1,0,1,,,0.0,0
0,11,6,0,NHL,1975-76,30,1,BOS,,5,16,0,0,17,,,5.9,1
0,0,9,0,NHL,1976-77,31,1,BOS,,8,18,3,0,25,,,4.0,1
3,0,10,2,NHL,1977-78,32,4,BOS,,6,13,2,0,25,,,16.0,1
1,10,9,1,NHL,1978-79,33,4,BOS,,5,8,-3,0,22,,,18.2,3
1,10,6,0,NHL,1979-80,34,3,BOS,,3,32,-3,0,16,,,18.8,2
0,3,1,0,NHL,1980-81,35,0,BOS,,1,0,-3,0,2,,,0.0,0
0,9,2,0,NHL,1981-82,36,0,BOS,,2,6,-3,0,6,,,0.0,0
0,8,1,0,NHL,1982-83,37,0,BOS,,1,0,1,0,1,,,0.0,0
