pim,team,assists,plus_minus,points,league,games_played,year,age,goals
8,St. Louis Flyers,0,0,0,AHA,4,1932-33,24,0
10,St. Louis Flyers,0,0,0,AHA,7,1933-34,25,0
32,St. Louis Flyers,1,0,1,AHA,6,1934-35,26,0
8,St. Louis Flyers,0,0,1,AHA,8,1935-36,27,1
16,St. Louis Flyers,1,0,1,AHA,6,1936-37,28,0
10,St. Louis Flyers,1,0,1,AHA,7,1937-38,29,0
10,St. Louis Flyers,2,0,3,AHA,7,1938-39,30,1
2,St. Louis Flyers,1,0,2,AHA,5,1939-40,31,1
6,St. Louis Flyers,6,0,7,AHA,9,1940-41,32,1
10,St. Louis Flyers,0,0,0,AHA,2,1941-42,33,0
