year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1992-93,15,38,46,34,0,High-MA,20,Natick Redmen,72
1993-94,16,52,58,49,0,High-MA,21,Natick Redmen,101
1994-95,17,44,98,56,0,NEJHL,52,Springfield Olympics,100
1995-96,18,24,79,35,0,NEJHL,29,Springfield Olympics,59
1996-97,19,13,18,12,0,H-East,31,Boston University Terriers,25
1997-98,20,15,31,10,-2,AHL,77,Hamilton Bulldogs,25
1998-99,21,17,73,14,-5,AHL,72,Hamilton Bulldogs,31
1999-00,22,23,85,17,-11,AHL,70,Hamilton Bulldogs,40
2001-02,24,2,0,2,-1,WC-A,7,United States,4
2004-05,27,12,52,15,9,AHL,64,Providence Bruins,27
2005-06,28,2,4,1,0,Swiss,4,HC Davos,3
2006-07,29,8,33,3,0,AHL,39,Lowell Devils,11
2007-08,30,1,18,1,0,Swiss,15,HC Lugano,2
2008-09,31,1,4,5,-5,AHL,12,Albany River Rats,6
2008-09,31,2,51,1,0,KHL,12,Barys Astana,3
2009-10,32,1,2,0,-3,AHL,9,Providence Bruins,1
2010-11,33,16,18,13,0,Norway,30,Lorenskog IK,29
