power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,5,1,0,NHL,1987-88,21,0,LAK,,1,28,-6,0,4,,,0.0,0
0,5,0,0,NHL,1988-89,22,0,LAK,,0,8,-2,0,1,,,0.0,0
0,4,0,0,NHL,1989-90,23,0,NYI,,0,27,1,0,0,,,0,0
0,7,1,0,NHL,1992-93,26,1,TOR,,0,0,1,0,2,,,50.0,1
0,10,0,0,NHL,1993-94,27,0,TOR,,0,18,-1,0,3,,,0.0,0
0,11,1,0,NHL,1996-97,30,0,MDA,,1,11,0,0,0,,,0,0
0,6,0,0,NHL,1997-98,31,0,BOS,,0,14,0,0,1,,,0.0,0
0,3,0,0,NHL,1998-99,32,0,BOS,1:29,0,0,0,0,0,4,,0,0
