average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,5,0,0,NHL,21,3,189,5,17,2,0,0,0,1987-88,LAK,2,3,[],11.8,,30
,4,0,0,NHL,22,2,288,-9,15,1,0,1,0,1988-89,LAK,1,3,[],6.7,,49
,6,0,0,NHL,23,5,222,-4,48,1,0,0,0,1989-90,TOT,1,5,[],2.1,,65
,1,0,0,NHL,23,0,28,-10,7,1,0,0,0,1989-90,LAK,1,0,[],14.3,,12
,5,0,0,NHL,23,5,194,6,41,0,0,0,0,1989-90,NYI,0,5,[],0.0,,53
,7,0,0,NHL,24,6,282,-14,41,1,0,0,0,1990-91,NYI,1,6,[],2.4,,78
,1,0,0,NHL,25,1,225,-9,16,0,0,0,0,1991-92,TOT,0,1,[],0.0,,55
,1,0,0,NHL,25,1,202,-10,11,0,0,0,0,1991-92,NYI,0,1,[],0.0,,44
,0,0,0,NHL,25,0,23,1,5,0,0,0,0,1991-92,TOR,0,0,[],0.0,,11
,1,0,0,NHL,26,0,155,-11,23,1,0,0,0,1992-93,TOR,1,0,[],4.3,,63
,8,0,0,NHL,27,4,185,-6,34,4,0,0,0,1993-94,TOR,4,4,[],11.8,,64
,0,0,0,NHL,28,0,5,0,1,0,0,0,0,1994-95,TOR,0,0,[],0.0,,2
,6,1,0,NHL,29,4,193,-5,32,2,0,0,0,1995-96,TOT,2,4,[],6.3,,72
,5,1,0,NHL,29,3,152,-5,27,2,0,0,0,1995-96,TOR,2,3,[],7.4,,60
,1,0,0,NHL,29,1,41,0,5,0,0,0,0,1995-96,MDA,0,1,[],0.0,,12
,11,0,0,NHL,30,11,182,0,20,0,0,0,0,1996-97,MDA,0,11,[],0.0,,67
,1,0,0,NHL,31,1,199,-14,28,0,0,0,0,1997-98,BOS,0,1,[],0.0,,82
5:08,4,0,0,NHL,32,3,119,-6,15,1,0,0,0,1998-99,BOS,1,3,[],6.7,354,69
