assists,year,games_played,points,goals,team,age,pim,plus_minus,league
40,1988-89,35,68,28,Cortina Astros,16,0,0,Minor-ON
16,1989-90,42,17,1,Aurora Eagles,17,32,0,ON-Jr.B
32,1990-91,40,40,8,Stratford Cullitons,18,120,0,ON-Jr.B
3,1991-92,24,3,0,Bowling Green University,19,20,0,CCHA
0,1991-92,3,0,0,Thorold Blackhawks,19,0,0,ON-Jr.B
23,1992-93,62,26,3,Niagara Falls Thunder,20,86,0,OHL
40,1993-94,64,45,5,Niagara Falls Thunder,21,135,0,OHL
0,1993-94,9,0,0,Cape Breton Oilers,21,11,0,AHL
19,1994-95,77,24,5,Cape Breton Oilers,22,68,0,AHL
30,1995-96,58,39,9,Cape Breton Oilers,23,174,0,AHL
14,1996-97,34,18,4,Hamilton Bulldogs,24,26,0,AHL
