assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Kitchener Rangers,0,1969-70,5,0,6,19,0,OHA-Jr.
1,Quebec Aces,0,1970-71,1,1,0,20,0,AHL
0,Richmond Robins,0,1972-73,2,0,2,22,0,AHL
3,San Diego Gulls,0,1973-74,4,3,2,23,0,WHL
