year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2000-01,14,1,0,1,0,CzR-U17,3,HC Olomouc U17,2
2001-02,15,2,2,4,0,CzR-U17,6,HC Trinec U17,6
2002-03,16,5,8,5,0,CzRep-Jr.,12,HC Trinec Jr.,10
2003-04,17,3,4,6,0,CzRep-Jr.,7,HC Kladno Jr.,9
2004-05,18,2,10,7,-1,QMJHL,10,Gatineau Olympiques,9
2005-06,19,10,24,22,0,QMJHL,17,Gatineau Olympiques,32
2006-07,20,3,22,13,6,AHL,13,Providence Bruins,16
